timestamp_ms,lastBlitMs,rectCount,dirtyArea,spike
1778358124941,0.3119,0,0,0
1778358124986,0.3087,0,0,0
1778358125034,0.3327,0,0,0
1778358125081,0.5558,0,0,0
1778358125128,0.3736,0,0,0
1778358125173,0.2964,0,0,0
1778358125220,0.4462,0,0,0
1778358125266,0.3037,0,0,0
1778358125314,0.3197,0,0,0
1778358125361,0.3689,0,0,0
1778358125409,0.514,0,0,0
1778358125455,0.3128,0,0,0
1778358125501,0.3225,0,0,0
1778358125548,0.4184,0,0,0
1778358125595,0.3034,0,0,0
1778358125642,0.3196,0,0,0
1778358125689,0.3475,0,0,0
1778358125737,0.3589,0,0,0
1778358125783,0.2826,0,0,0
1778358125831,0.3677,0,0,0
1778358125878,0.3413,0,0,0
1778358125925,0.3347,0,0,0
1778358125973,0.4146,0,0,0
1778358126019,0.336,0,0,0
1778358126065,0.3634,0,0,0
1778358126111,0.3178,0,0,0
1778358126157,0.6079,0,0,0
1778358126204,0.3062,0,0,0
1778358126250,0.4357,0,0,0
1778358126297,0.3448,0,0,0
1778358126345,0.3304,0,0,0
1778358126392,0.3397,0,0,0
1778358126438,0.4861,0,0,0
1778358126484,0.5602,0,0,0
1778358126530,0.3134,0,0,0
1778358126576,0.3917,0,0,0
1778358126623,0.3091,0,0,0
1778358126669,0.5246,0,0,0
1778358126717,0.3019,0,0,0
1778358126764,0.2941,0,0,0
1778358126811,0.3075,0,0,0
1778358126857,0.3429,0,0,0
1778358126904,0.2777,0,0,0
1778358126950,0.4638,0,0,0
1778358126997,0.5366,0,0,0
1778358127045,0.3998,0,0,0
1778358127090,0.629,0,0,0
1778358127136,0.4046,0,0,0
1778358127183,1.0306,0,0,0
1778358127230,0.3346,0,0,0
1778358127277,0.3241,0,0,0
1778358127324,0.3884,0,0,0
1778358127370,0.5704,0,0,0
1778358127417,0.3971,0,0,0
1778358127464,0.3205,0,0,0
1778358127511,0.3308,0,0,0
1778358127557,0.2891,0,0,0
1778358127605,0.3257,0,0,0
1778358127650,0.3345,0,0,0
1778358127697,0.3479,0,0,0
1778358127743,0.3167,0,0,0
1778358127789,0.3507,0,0,0
1778358127834,0.2678,0,0,0
1778358127881,0.347,0,0,0
1778358127929,0.2884,0,0,0
1778358127975,0.3056,0,0,0
1778358128022,0.331,0,0,0
1778358128069,0.3779,0,0,0
1778358128117,0.3192,0,0,0
1778358128164,0.3074,0,0,0
1778358128210,0.336,0,0,0
1778358128257,0.3453,0,0,0
1778358128304,0.3963,0,0,0
1778358128350,0.3056,0,0,0
1778358128397,0.3571,0,0,0
1778358128443,0.2985,0,0,0
1778358128491,0.2793,0,0,0
1778358128537,0.3515,0,0,0
1778358128583,0.4027,0,0,0
1778358128629,0.291,0,0,0
1778358128676,0.3132,0,0,0
1778358128722,0.4426,0,0,0
1778358128769,0.2973,0,0,0
1778358128816,0.3334,0,0,0
1778358128862,0.3113,0,0,0
1778358128909,0.3086,0,0,0
1778358128955,0.3166,0,0,0
1778358129002,0.4298,0,0,0
1778358129047,0.313,0,0,0
1778358129093,0.3266,0,0,0
1778358129141,0.3212,0,0,0
1778358129187,0.4982,0,0,0
1778358129233,0.429,0,0,0
1778358129279,0.2799,0,0,0
1778358129327,0.3055,0,0,0
1778358129374,0.2999,0,0,0
1778358129420,0.3067,0,0,0
1778358129466,0.3023,0,0,0
1778358129513,0.3097,0,0,0
1778358129560,0.381,0,0,0
1778358129606,0.4052,0,0,0
1778358129653,0.3188,0,0,0
1778358129700,0.3228,0,0,0
1778358129746,0.4815,0,0,0
1778358129792,0.2996,0,0,0
1778358129839,0.3198,0,0,0
1778358129886,0.303,0,0,0
1778358129934,0.2972,0,0,0
1778358129982,0.3161,0,0,0
1778358130028,0.3129,0,0,0
1778358130075,0.3214,0,0,0
1778358130123,0.323,0,0,0
1778358130170,0.3236,0,0,0
1778358130216,0.3365,0,0,0
1778358130264,0.4132,0,0,0
1778358130311,0.4734,0,0,0
1778358130358,0.2748,0,0,0
1778358130404,0.2937,0,0,0
